"conversation_id","created_at","favorite_count","full_text","hashtags/0","hashtags/1","id","media/0/media_url","media/0/type","reply_count","retweet_count","startUrl","symbols/0","symbols/1","symbols/2","symbols/3","symbols/4","symbols/5","symbols/6","symbols/7","symbols/8","symbols/9","symbols/10","symbols/11","symbols/12","symbols/13","symbols/14","symbols/15","symbols/16","symbols/17","symbols/18","symbols/19","url","urls/0/display_url","urls/0/expanded_url","urls/0/url","user/advertiser_account_type","user/blocked_by","user/blocking","user/business_profile_state","user/can_dm","user/contributors_enabled","user/created_at","user/default_profile_image","user/description","user/ext_has_nft_avatar","user/ext_is_blue_verified","user/fast_followers_count","user/favourites_count","user/follow_request_sent","user/followed_by","user/followers_count","user/following","user/friends_count","user/geo_enabled","user/has_custom_timelines","user/id","user/id_str","user/is_translation_enabled","user/is_translator","user/lang","user/listed_count","user/location","user/media_count","user/muting","user/name","user/normal_followers_count","user/notifications","user/profile_background_color","user/profile_background_image_url","user/profile_background_image_url_https","user/profile_background_tile","user/profile_banner_extensions_sensitive_media_warning","user/profile_banner_url","user/profile_image_extensions_sensitive_media_warning","user/profile_image_url","user/profile_image_url_https","user/profile_sidebar_border_color","user/profile_sidebar_fill_color","user/profile_text_color","user/profile_use_background_image","user/protected","user/require_some_consent","user/screen_name","user/statuses_count","user/time_zone","user/translator_type","user/url","user/utc_offset","user/verified","user/want_retweets","user_mentions/0/id_str","user_mentions/0/name","user_mentions/0/screen_name","user_mentions/1/id_str","user_mentions/1/name","user_mentions/1/screen_name","user_mentions/2/id_str","user_mentions/2/name","user_mentions/2/screen_name","user_mentions/3/id_str","user_mentions/3/name","user_mentions/3/screen_name","user_mentions/4/id_str","user_mentions/4/name","user_mentions/4/screen_name","view_count"
"1514623355323834378","2022-04-14T15:15:22.000Z","30","If we are really going to have a “melt up” as DH suggests every other day, I can tell you it won’t be in flying car stocks or dating app stocks or other unprofitable BS stocks. 

It’ll be in proven earnings/cash flow monsters, i.e. tech monopolies. $AAPL, $GOOG, $MSFT, $AMZN",,,"1514623355323834378",,,"4","0","https://mobile.twitter.com/search?q=%24aapl+%28from%3AAssetReset%29+lang%3Aen+until%3A2023-02-01+since%3A2021-12-01&src=typed_query&f=live","AAPL","GOOG","MSFT","AMZN",,,,,,,,,,,,,,,,,"https://twitter.com/AssetReset/status/1514623355323834378",,,,"promotable_user",,,"none",,"false","2016-01-15T23:44:10.000Z","false","Ex-Silicon Valley executive. MBA. Ex-Big 4 consultant. Global trader and investor. Not trading advice. Do your own due diligence.","false","false","0","56949",,,"6350",,"382","true","true","4765224798","4765224798","false","false",,"175","","788",,"DMC","6350",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/4765224798/1622729853",,"http://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","https://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","AssetReset","35298",,"none",,,"false",,,,,,,,,,,,,,,,,
"1519640313232568321","2022-04-28T11:30:58.000Z","17","The stage is set for both $AAPL and $AMZN to disappoint",,,"1519640313232568321",,,"5","0","https://mobile.twitter.com/search?q=%24aapl+%28from%3AAssetReset%29+lang%3Aen+until%3A2023-02-01+since%3A2021-12-01&src=typed_query&f=live","AAPL","AMZN",,,,,,,,,,,,,,,,,,,"https://twitter.com/AssetReset/status/1519640313232568321",,,,"promotable_user",,,"none",,"false","2016-01-15T23:44:10.000Z","false","Ex-Silicon Valley executive. MBA. Ex-Big 4 consultant. Global trader and investor. Not trading advice. Do your own due diligence.","false","false","0","56949",,,"6350",,"382","true","true","4765224798","4765224798","false","false",,"175","","788",,"DMC","6350",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/4765224798/1622729853",,"http://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","https://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","AssetReset","35298",,"none",,,"false",,,,,,,,,,,,,,,,,
"1519006595384070146","2022-04-26T17:35:03.000Z","7","Particularly $GOOG ahead of earnings. I would be surprised if they don't beat estimates. They're as good as $AAPL in terms of financial engineering. To buy or not to buy...that's the question. https://t.co/ZrsU2NvFZ8",,,"1519007159966740488","https://pbs.twimg.com/tweet_video_thumb/FRSY9XeX0AE44oY.jpg","photo","1","0","https://mobile.twitter.com/search?q=%24aapl+%28from%3AAssetReset%29+lang%3Aen+until%3A2023-02-01+since%3A2021-12-01&src=typed_query&f=live","GOOG","AAPL",,,,,,,,,,,,,,,,,,,"https://twitter.com/AssetReset/status/1519007159966740488",,,,"promotable_user",,,"none",,"false","2016-01-15T23:44:10.000Z","false","Ex-Silicon Valley executive. MBA. Ex-Big 4 consultant. Global trader and investor. Not trading advice. Do your own due diligence.","false","false","0","56949",,,"6350",,"382","true","true","4765224798","4765224798","false","false",,"175","","788",,"DMC","6350",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/4765224798/1622729853",,"http://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","https://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","AssetReset","35298",,"none",,,"false",,,,,,,,,,,,,,,,,
"1518378610318614534","2022-04-24T23:57:25.000Z","18","$AAPL and $TSLA are the last line of defense for Nasdaq bulls.",,,"1518378610318614534",,,"2","2","https://mobile.twitter.com/search?q=%24aapl+%28from%3AAssetReset%29+lang%3Aen+until%3A2023-02-01+since%3A2021-12-01&src=typed_query&f=live","AAPL","TSLA",,,,,,,,,,,,,,,,,,,"https://twitter.com/AssetReset/status/1518378610318614534",,,,"promotable_user",,,"none",,"false","2016-01-15T23:44:10.000Z","false","Ex-Silicon Valley executive. MBA. Ex-Big 4 consultant. Global trader and investor. Not trading advice. Do your own due diligence.","false","false","0","56949",,,"6350",,"382","true","true","4765224798","4765224798","false","false",,"175","","788",,"DMC","6350",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/4765224798/1622729853",,"http://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","https://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","AssetReset","35298",,"none",,,"false",,,,,,,,,,,,,,,,,
"1503432039009177600","2022-03-14T18:05:05.000Z","20","It’s interesting to see the growth stocks so “bid-less.” Is this what a tapered (no QE) market environment looks like? 

I’m bottom fishing today (in preparation for the dovish FOMC), but only in the strongest brand names like $AAPL, $GOOG, $MSFT, $DIS and $NKE.",,,"1503432039009177600",,,"2","0","https://mobile.twitter.com/search?q=%24aapl+%28from%3AAssetReset%29+lang%3Aen+until%3A2023-02-01+since%3A2021-12-01&src=typed_query&f=live","AAPL","GOOG","MSFT","DIS","NKE",,,,,,,,,,,,,,,,"https://twitter.com/AssetReset/status/1503432039009177600",,,,"promotable_user",,,"none",,"false","2016-01-15T23:44:10.000Z","false","Ex-Silicon Valley executive. MBA. Ex-Big 4 consultant. Global trader and investor. Not trading advice. Do your own due diligence.","false","false","0","56949",,,"6350",,"382","true","true","4765224798","4765224798","false","false",,"175","","788",,"DMC","6350",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/4765224798/1622729853",,"http://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","https://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","AssetReset","35298",,"none",,,"false",,,,,,,,,,,,,,,,,
"1500666407457067009","2022-03-07T12:30:56.000Z","11","Bought more $AAPL, $GOOG and $MSFT pre-market.",,,"1500811233636847616",,,"3","0","https://mobile.twitter.com/search?q=%24aapl+%28from%3AAssetReset%29+lang%3Aen+until%3A2023-02-01+since%3A2021-12-01&src=typed_query&f=live","AAPL","GOOG","MSFT",,,,,,,,,,,,,,,,,,"https://twitter.com/AssetReset/status/1500811233636847616",,,,"promotable_user",,,"none",,"false","2016-01-15T23:44:10.000Z","false","Ex-Silicon Valley executive. MBA. Ex-Big 4 consultant. Global trader and investor. Not trading advice. Do your own due diligence.","false","false","0","56949",,,"6350",,"382","true","true","4765224798","4765224798","false","false",,"175","","788",,"DMC","6350",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/4765224798/1622729853",,"http://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","https://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","AssetReset","35298",,"none",,,"false",,,,,,,,,,,,,,,,,
"1499844334102925323","2022-03-04T20:28:49.000Z","9","Loading up on these 3 names as we speak:

$AAPL at $163
$MSFT at $188
$GOOG at $2627",,,"1499844334102925323",,,"5","0","https://mobile.twitter.com/search?q=%24aapl+%28from%3AAssetReset%29+lang%3Aen+until%3A2023-02-01+since%3A2021-12-01&src=typed_query&f=live","AAPL","MSFT","GOOG",,,,,,,,,,,,,,,,,,"https://twitter.com/AssetReset/status/1499844334102925323",,,,"promotable_user",,,"none",,"false","2016-01-15T23:44:10.000Z","false","Ex-Silicon Valley executive. MBA. Ex-Big 4 consultant. Global trader and investor. Not trading advice. Do your own due diligence.","false","false","0","56949",,,"6350",,"382","true","true","4765224798","4765224798","false","false",,"175","","788",,"DMC","6350",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/4765224798/1622729853",,"http://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","https://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","AssetReset","35298",,"none",,,"false",,,,,,,,,,,,,,,,,
"1499831841372712962","2022-03-04T19:39:11.000Z","4","Roll call for Top 3 conviction plays.

Here is mine for the post FOMC bear market rally:

- $AAPL
- $GOOG
- $MSFT

🤣",,,"1499831841372712962",,,"4","0","https://mobile.twitter.com/search?q=%24aapl+%28from%3AAssetReset%29+lang%3Aen+until%3A2023-02-01+since%3A2021-12-01&src=typed_query&f=live","AAPL","GOOG","MSFT",,,,,,,,,,,,,,,,,,"https://twitter.com/AssetReset/status/1499831841372712962",,,,"promotable_user",,,"none",,"false","2016-01-15T23:44:10.000Z","false","Ex-Silicon Valley executive. MBA. Ex-Big 4 consultant. Global trader and investor. Not trading advice. Do your own due diligence.","false","false","0","56949",,,"6350",,"382","true","true","4765224798","4765224798","false","false",,"175","","788",,"DMC","6350",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/4765224798/1622729853",,"http://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","https://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","AssetReset","35298",,"none",,,"false",,,,,,,,,,,,,,,,,
"1499404513622609921","2022-03-03T15:21:08.000Z","14","Observe the price actions

Dominant monopolies - $AAPL $AMZN $GOOG $MSFT
Secondary names - $CRM $ZM $SE $SHOP $PYPL $DOCU for example
Tertiary names - $SOFI $NET $UPST $CPNG for example

See the pattern?",,,"1499404513622609921",,,"3","2","https://mobile.twitter.com/search?q=%24aapl+%28from%3AAssetReset%29+lang%3Aen+until%3A2023-02-01+since%3A2021-12-01&src=typed_query&f=live","AAPL","AMZN","GOOG","MSFT","CRM","ZM","SE","SHOP","PYPL","DOCU","SOFI","NET","UPST","CPNG",,,,,,,"https://twitter.com/AssetReset/status/1499404513622609921",,,,"promotable_user",,,"none",,"false","2016-01-15T23:44:10.000Z","false","Ex-Silicon Valley executive. MBA. Ex-Big 4 consultant. Global trader and investor. Not trading advice. Do your own due diligence.","false","false","0","56949",,,"6350",,"382","true","true","4765224798","4765224798","false","false",,"175","","788",,"DMC","6350",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/4765224798/1622729853",,"http://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","https://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","AssetReset","35298",,"none",,,"false",,,,,,,,,,,,,,,,,
"1498783002142384136","2022-03-02T02:32:36.000Z","23","@David_Tracey Scared money is running to the safety of tech monopolies $MSFT, $AAPL, $GOOG and $AMZN, which have disproportionate weighing on the indices, while the rest of the market is already in a bear market. Once they succumb to gravity, the indices will likely waterfall down another 10%+",,,"1498848718833037316",,,"4","0","https://mobile.twitter.com/search?q=%24aapl+%28from%3AAssetReset%29+lang%3Aen+until%3A2023-02-01+since%3A2021-12-01&src=typed_query&f=live","MSFT","AAPL","GOOG","AMZN",,,,,,,,,,,,,,,,,"https://twitter.com/AssetReset/status/1498848718833037316",,,,"promotable_user",,,"none",,"false","2016-01-15T23:44:10.000Z","false","Ex-Silicon Valley executive. MBA. Ex-Big 4 consultant. Global trader and investor. Not trading advice. Do your own due diligence.","false","false","0","56949",,,"6350",,"382","true","true","4765224798","4765224798","false","false",,"175","","788",,"DMC","6350",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/4765224798/1622729853",,"http://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","https://pbs.twimg.com/profile_images/1605994363464695809/cVIuDJ0-_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","AssetReset","35298",,"none",,,"false",,"39089840","Godzilla Trader 🦖","David_Tracey",,,,,,,,,,,,,
